Brasil,OPCAO,1992,1993,1995,1996,1997,1998,1999,2001,2002,2003,2004,2005,2006,2007
Brasil,Homens,"48,60","48,60","48,50","48,40","48,50","48,50","48,40","48,20","48,20","48,30","48,10","48,20","48,10","48,30"
Brasil,Mulheres,"51,40","51,40","51,50","51,60","51,50","51,50","51,60","51,80","51,80","51,70","51,90","51,80","51,90","51,70"
